Time;Year;Country Name;Country Code;Population, total [SP.POP.TOTL];CO2 emissions (kt) [EN.ATM.CO2E.KT];Methane emissions (kt of CO2 equivalent) [EN.ATM.METH.KT.CE];Nitrous oxide emissions (thousand metric tons of CO2 equivalent) [EN.ATM.NOXE.KT.CE];Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent) [EN.ATM.GHGO.KT.CE];Electric power consumption (kWh per capita) [EG.USE.ELEC.KH.PC];Fossil fuel energy consumption (% of total) [EG.USE.COMM.FO.ZS];Renewable energy consumption (% of total final energy consumption) [EG.FEC.RNEW.ZS];Energy imports, net (% of energy use) [EG.IMP.CONS.ZS];Electricity production from renewable sources, excluding hydroelectric (% of total) [EG.ELC.RNWX.ZS];Electricity production from oil, gas and coal sources (% of total) [EG.ELC.FOSL.ZS];Electricity production from nuclear sources (% of total) [EG.ELC.NUCL.ZS];Electricity production from hydroelectric sources (% of total) [EG.ELC.HYRO.ZS];Renewable electricity output (% of total electricity output) [EG.ELC.RNEW.ZS];Adjusted net national income per capita (constant 2015 US$) [NY.ADJ.NNTY.PC.KD];Manufacturing, value added (constant 2015 US$) [NV.IND.MANF.KD];Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE];Alternative and nuclear energy (% of total energy use) [EG.USE.COMM.CL.ZS]
1994;1994;Germany;DEU;81438348;875900;88709,99908;64690;-22917,53516;6244,957228;86,02180942;2,266202061;56,41397323;0,666977656;65,86247275;28,69412896;3,794708733;4,461686389;25985,0352;4,90E+11;4088,79813;12,40637248
1994;1994;France;FRA;59327585;344400;70230,00336;60660;-12676,23633;6530,36863;53,31348303;10,93448888;45,61438581;0,455758934;7,034448464;75,85046556;16,60243619;17,05819513;24792,35604;1,81E+11;3836,08694;43,58894416
1994;1994;Belgium;BEL;10115603;114900;13010,00023;8450;-4885,361328;7176,240507;77,64937481;0,939572924;77,84737942;0,356036501;41,32125986;56,94341262;0,484994603;0,841031104;28134,16197;;5186,186627;20,28592281
1994;1994;Netherlands;NLD;15382838;157260;28159,99985;16040;1491,722656;5643,106948;97,83544978;1,26459149;4,262033899;1,449910476;92,50253547;4,96700765;0,125208159;1,575118635;27600,19071;57469699931;4511,794963;1,787848087
1994;1994;Sweden;SWE;8780745;58490;8449,999809;6030;-2910,675781;15290,616;36,90247961;31,35442412;37,10881182;1,613174492;5,604064471;51,26559215;41,41555711;43,0287316;29048,71365;36342001711;5660,271423;47,40857716
1994;1994;Switzerland;CHE;6993795;42590;6199,999809;2750;-1664,6427;7155,485684;57,52886307;18,69457381;53,36671079;0,852950168;1,429226536;37,24090492;59,72026903;60,5732192;;80554603195;3494,447149;36,83784783
1994;1994;Japan;JPN;125178000;1160780;38290,00092;28690;-21916,60156;7509,530429;82,68251329;3,567645778;81,3272734;1,25344788;54,96197071;27,61648907;6,739578374;7,993026253;23985,56236;6,99E+11;3844,28668;15,93182695
1995;1995;Canada;CAN;29302311;448050;79019,99664;43620;-196877,8984;16532,38204;72,52018144;21,92357632;-50,50588107;1,018383764;21,0335622;17,47198686;59,98571441;61,00409818;25245,39359;;7979,898446;20,80666225
1995;1995;United States;USA;266278000;5117040;657869,9951;256310;5925,40625;12659,60763;85,46933598;4,726554335;19,74084642;1,973569951;68,81148525;20,05989252;8,827515039;10,80108499;34886,17065;;7763,755106;10,24406718
1995;1995;United Kingdom;GBR;58019030;526810;113290,0009;46850;2177,691406;5575,808489;87,71102814;1,060229099;-19,03416962;0,6114488;71,05257618;26,75697542;1,455085732;2,066534532;26301,79268;1,89E+11;3728,963152;10,99542546
1995;1995;Italy;ITA;56844303;416420;48330,00183;25830;-13458,4375;4597,892598;93,02465207;4,462278337;81,51230787;1,548676295;82,30649972;0;15,91732529;17,46600158;24780,61485;2,74E+11;2799,375762;2,385708517
1995;1995;Germany;DEU;81678051;874660;87709,99908;62780;-23539,51563;6327,709754;85,81095471;2,319748996;56,93509713;0,779258803;65,41269561;28,73254081;4,087730428;4,866989231;26524,82302;4,87E+11;4119,688948;12,51981617
1995;1995;France;FRA;59543659;352240;70739,99786;61490;-13896,04492;6621,746238;53,57382198;10,70140869;46,06458863;0,475365482;7,765660086;76,79768567;14,8857596;15,36112508;25266,13366;1,89E+11;3981,234828;43,60603894
1995;1995;Belgium;BEL;10136811;114570;13130,00011;8830;-5438,976563;7379,737079;77,40569753;1,26038954;77,64908961;0,448881876;41,85619457;56,25442081;0,459763861;0,908645737;28504,56497;43851277976;5267,670671;20,28564035
1995;1995;Netherlands;NLD;15459006;164110;27450,00076;15650;5706,620117;5719,061109;95,46345923;1,277067851;9,467619179;1,622580605;92,21358434;4,950287678;0,108418446;1,730999051;28743,27425;59685878702;4780,412596;1,714564956
1995;1995;Sweden;SWE;8826939;58230;8329,999924;5870;-2812,864258;15475,01348;36,85322789;33,91418148;36,74289199;1,654831988;5,095318053;47,1600143;45,92394786;47,57877985;30662,78387;41151932426;5702,165043;46,29964918
1995;1995;Switzerland;CHE;7040687;43440;6139,999866;2730;-1476,93335;7283,380159;55,90274102;18,06594965;53,32397788;0,931756844;1,74784732;39,9932528;56,49820075;57,42995759;55386,33798;80112597529;3421,651041;37,66806218
1995;1995;Japan;JPN;125472000;1171010;37430,00031;28450;-20952,39063;7693,692617;81,47549791;3,917188521;80,19512518;1,399556119;54,05219155;29,13073092;8,016767068;9,416323187;24762,14759;7,34E+11;3934,959561;16,93996325
1996;1996;Canada;CAN;29610218;461700;81019,99664;45930;-176996,5078;16607,20634;73,23708495;21,57923752;-51,26841996;1,030843263;20,16794402;16,19170962;62,07523096;63,10607423;25359,55971;;8053,454858;20,32661272
1996;1996;United States;USA;269394000;5273490;655479,9805;263110;14821,09375;12854,29891;85,51006132;4,763930451;20,58353482;1,970369551;68,48394684;19,58817324;9,611080497;11,58145005;36029,71118;;7844,468266;10,17480334
1996;1996;United Kingdom;GBR;58166950;545480;114040,0009;47710;5554,486328;5815,828404;87,56976162;0,943586897;-19,16892781;0,656145062;71,15108799;27,1020546;0,971335164;1,627480225;27278,13331;1,91E+11;3879,822786;11,16129477
1996;1996;Italy;ITA;56860281;412150;49189,99863;26090;-13100,56641;4658,700157;92,61465541;4,748913895;80,96096133;1,748552619;80,45263536;0;17,55946165;19,30801427;25295,42059;2,73E+11;2796,154736;2,649525627
1996;1996;Germany;DEU;81914831;904340;86480,00336;64000;-20990,87891;6403,333726;85,90869753;2,252173834;58,85052786;0,834224638;65,12672261;29,05731163;3,98717248;4,821397117;26697,94593;4,74E+11;4246,553191;12,64077653
1996;1996;France;FRA;59756533;367900;71269,99664;63760;-11557,02734;6904,768053;53,84750116;10,49495357;47,38343845;0,47745306;8,421321392;78,03833765;12,9711682;13,44862126;25558,44451;1,91E+11;4191,683008;43,20528673
1996;1996;Belgium;BEL;10156637;119450;13010,00023;9320;-5607,964844;7527,688545;77,64448379;1,184407099;78,02540973;0,428544811;40,59996274;57,67521095;0,318081397;0,746626208;28658,48916;45100700442;5536,471275;20,17245712
1996;1996;Netherlands;NLD;15530498;173620;26799,99924;15590;8172,012695;5905,992197;95,16427457;1,28731662;3,973889852;2,032239561;91,72236985;4,869882818;0,093651593;2,125891153;29652,32881;60701924008;5014,98883;1,731579348
1996;1996;Sweden;SWE;8840998;63650;8319,999695;6040;-2854,430664;15434,23039;36,71648711;31,35609734;37,91432176;1,609221558;8,609299779;52,8163155;36,79236562;38,40158718;30855,91752;42641824204;5825,097913;45,65802436
1996;1996;Switzerland;CHE;7071850;44010;6139,999866;2710;-1540,919434;7393,539173;56,14527062;17,11697875;55,82667678;1,107535866;2,101295977;44,69609429;51,10131375;52,20884962;55593,95103;80672291472;3473,206304;36,51060228
1996;1996;Japan;JPN;125757000;1184670;36500;29430;-19280,19531;7835,41274;81,21932811;3,839358437;80,00005876;1,429052261;54,01322975;29,6545762;7,717156968;9,146209229;25335,09151;7,64E+11;4008,476236;17,14409451
1997;1997;Canada;CAN;29905948;476820;82180,00031;43670;-163382,6016;16653,67705;74,7361058;21,31115038;-52,38390112;1,211122734;22,59327057;14,38772664;61,13981869;62,35094142;26312,16929;1,40E+11;8056,243628;18,99097901
1997;1997;United States;USA;272657000;5543350;646690,0024;257030;118950,9063;12889,83228;86,45649442;4,514260299;21,50982495;1,904923997;70,52875372;18,14605334;9,072904129;10,97782813;37529,3941;1,47E+12;7828,581096;9,424683847
1997;1997;United Kingdom;GBR;58316954;524190;113260,0021;47070;8757,076172;5831,957547;86,71951891;1,028479689;-22,32726936;0,795291827;69,76487771;28,1075663;1,193940088;1,989231915;29296,17374;1,97E+11;3760,712365;11,93572945
1997;1997;Italy;ITA;56890372;415520;49680,00031;25740;-12834,56055;4791,285246;92,44346418;4,831419767;81,1459931;1,867161007;80,87407311;0;16,8758417;18,74300271;25989,64261;2,76E+11;2834,402946;2,614204937
1997;1997;Germany;DEU;82034771;872650;83489,99786;61480;-19967,21484;6427,798768;84,62946066;2,824421822;58,3931547;1,041037497;63,68576543;31,08112793;3,16727219;4,208309687;26950,28193;4,93E+11;4203,357367;13,46289819
1997;1997;France;FRA;59969944;359070;70459,99908;63120;-11108,29102;6832,555988;52,90067538;9,985453187;46,98181336;0,53655372;7,683018115;78,94266181;12,72798044;13,26453416;26207,46123;1,99E+11;4048,888623;44,33669127
1997;1997;Belgium;BEL;10181245;116630;12819,99969;9020;-4912,003906;7701,612131;75,89831874;1,148478311;76,16716935;0,363468232;37,55538716;60,8879927;0,391723713;0,755191945;29577,09484;47931289729;5523,459164;22,06739839
1997;1997;Netherlands;NLD;15610650;166310;25950,00076;15340;9542,816406;6066,243238;95,50036081;1,507533301;11,8811179;2,22484195;93,43873883;2,783075021;0,106330109;2,331172058;30887,62955;62233534435;4835,741945;1,264851041
1997;1997;Sweden;SWE;8846062;57380;8270,000458;6020;-2557,092285;15410,69913;35,63736882;35,620611;35,33219056;1,995228074;4,74846856;46,86674799;46,28232109;48,27754916;31575,88963;46220314965;5672,008177;46,65132438
1997;1997;Switzerland;CHE;7088906;42750;5929,999828;2630;-1132,749512;7341,612373;57,20746852;17,8231175;54,89793601;1,101755065;1,851851852;40,98754678;54,91515034;56,01690541;57397,43695;83218623086;3525,891301;36,76152531
1997;1997;Japan;JPN;126057000;1172630;35889,99939;29930;-25135,60156;7991,00407;80,35858715;4,072127493;79,36665258;1,443245152;54,32858393;30,62836821;8,410549508;9,85379466;25313,55083;7,82E+11;4041,16767;17,94161989
1998;1998;Canada;CAN;30155173;484790;84599,99847;40360;-185622,8906;16435,78699;75,88275618;21,52403671;-53,5360828;1,313987918;26,2051566;12,73232927;59,0920664;60,40605432;26690,43768;1,47E+11;7948,397278;17,4820591
1998;1998;United States;USA;275854000;5590540;634419,9829;253680;148570;13154,76303;86,08659433;4,53429689;21,56989415;1,825835904;71,28019842;18,77048887;7,782749078;9,608584982;39306,99394;1,53E+12;7803,697605;9,799133644
1998;1998;United Kingdom;GBR;58487141;526000;112400,0015;46830;5233,582031;5908,87149;86,77063541;1,029704324;-22,75576183;0,977902343;69,89079952;27,55241928;1,417418349;2,395320692;31067,36098;2,04E+11;3787,108452;12,02756327
1998;1998;Italy;ITA;56906744;426370;49419,99817;26140;-12664,37305;4955,721944;92,28589095;4,757625432;81,72860173;2,072105813;81,2185843;0;16,25041888;18,32252469;26394,13148;2,79E+11;2912,947365;2,556305911
1998;1998;Germany;DEU;82047195;865250;80010,00214;48790;-19667,46484;6479,490249;84,92246199;3,045118906;60,36084305;1,391446029;65,01941616;29,26345327;3,116723241;4,508169269;27536,31652;4,98E+11;4177,294129;12,92760272
1998;1998;France;FRA;60192790;381110;70699,99695;55940;-14621,32227;7014,743792;54,79426487;9,709285885;49,80776523;0,527139607;10,63308008;76,48649821;12,24071789;12,76785749;27191,28377;2,10E+11;4151,178738;42,29555091
1998;1998;Belgium;BEL;10203008;119410;12550,00019;9110;-5007,143555;7913,05858;77,04852705;1,291956464;77,07164968;0,450807189;42,04203472;56,24733475;0,473956747;0,924763935;30108,37233;49373878389;5603,160264;21,1563807
1998;1998;Netherlands;NLD;15707209;166730;25090,00015;15020;9478,789063;6257,890883;95,01434889;1,570517547;15,9518748;2,432091313;91,81144707;4,185918894;0,122921583;2,555012896;31966,06658;65160582554;4842,443938;1,765455088
1998;1998;Sweden;SWE;8850974;58360;8090,000153;5970;-2966,945313;15522,1335;35,0473152;35,65790342;33,44056478;1,950992185;4,274801469;46,33952806;47,23189601;49,1828882;32941,21097;50365977070;5769,695064;47,95271251
1998;1998;Switzerland;CHE;7110001;44250;5869,999886;2630;-1331,006592;7481,433547;56,88829482;17,50425118;54,88212523;1,134758603;2,393104777;41,45801233;53,72207242;54,85683102;59673,45343;85000459402;3557,990076;36,81995252
1998;1998;Japan;JPN;126400000;1130310;34669,99817;28440;-30382,89063;8003,955696;79,39872966;4,045356051;78,42828783;1,313546901;54,22360183;31,73279914;8,616397901;9,929944802;24806,94014;7,50E+11;3955,627627;18,98401967
1999;1999;Canada;CAN;30401286;494280;84000;37140;-171927,8047;16678,9326;75,63775473;21,70508086;-48,73567609;1,460760521;25,47254057;12,69395193;59,72294432;61,18370484;27921,63285;1,59E+11;8107,515156;17,5201511
1999;1999;United States;USA;279040000;5609020;621900,0244;251940;141874,2031;13281,86998;85,78460105;5,709726593;24,45741118;1,894730483;70,64335903;19,92470644;7,174470098;9,069200581;40445,80758;1,62E+12;7923,223893;10,35474363
1999;1999;United Kingdom;GBR;58682466;522750;109889,9994;37060;-970,0429688;6007,484416;87,23515523;0,948917657;-26,80621991;1,171800137;71,16851472;26,04599589;1,46091718;2,632717317;31557,88103;2,13E+11;3784,074088;11,5166161
1999;1999;Italy;ITA;56916317;433010;49650,00153;26380;-12590,81445;5079,492406;91,84137185;5,022459784;82,63902249;2,295037704;79,68486625;0;17,49821604;19,79325375;26975,86774;2,80E+11;2957,311486;2,765020348
1999;1999;Germany;DEU;82100243;833590;77779,99878;45320;-16816,64063;6505,132999;83,93137164;3,263712146;59,08026928;1,641495263;63,17765974;30,76744881;3,555728493;5,197223756;27983,94338;5,03E+11;4079,933344;13,98918338
1999;1999;France;FRA;60504420;374900;70809,99756;51220;-12936,61914;7148,386845;54,01870151;9,779014352;49,03473187;0,554833981;9,739331628;75,6362269;13,91190572;14,4667397;28185,46508;2,18E+11;4123,001361;43,27837524
1999;1999;Belgium;BEL;10226419;115510;12609,99966;9050;-4846,424805;7944,129807;75,7901429;1,400650838;75,77244367;0,61056066;39,33737975;58,79735144;0,409039656;1,019600317;30710,73443;49736356251;5612,714676;22,36127692
1999;1999;Netherlands;NLD;15812088;161450;24190,00053;14780;3730,584961;6349,319584;94,15364099;1,65409445;19,96259018;2,787130996;91,10239852;4,418819188;0,103782288;2,890913284;33747,50899;67918233572;4730,229683;1,836295696
1999;1999;Sweden;SWE;8857874;57260;7829,999924;5810;-2851,408203;15470,86807;34,84981229;34,79225049;33,71615755;1,973675713;4,31418644;47,26746664;46,30064971;48,27432542;34447,44608;54341867150;5661,491459;48,4769096
1999;1999;Switzerland;CHE;7143991;44530;5739,999771;2550;-966,1945801;7646,706162;55,80758728;18,80686907;52,344845;1,122711983;1,744499294;37,61303569;58,25287959;59,37559157;60414,70504;86003087956;3547,37289;38,02766041
1999;1999;Japan;JPN;126631000;1165320;34400,00153;22230;-37926,73438;8147,38887;80,61843812;3,828786576;79,67411261;1,323759789;57,16147772;29,64727518;7,900983479;9,224743268;24570,27432;7,43E+11;4011,224779;17,77935791
2000;2000;Canada;CAN;30685730;514220;84629,99725;35450;-202616,8047;17037,07228;76,10257181;22,04;-47,80435642;1,400933956;26,77378979;12,02105034;59,19936723;60,60030119;29456,69006;1,73E+11;8265,079925;17,18910071
2000;2000;United States;USA;282162411;5775810;617289,978;250740;109549,9063;13671,05202;85,88083054;5,43;26,65941959;1,91659722;71,59345088;19,81472397;6,289399722;8,205996942;41601,1372;1,73E+12;8056,86385;10,29705259
2000;2000;United Kingdom;GBR;58892514;530890;106000;36050;-1527,890625;6114,529259;88,41036373;0,96;-22,21181318;1,30457429;74,47692821;22,72133556;1,358530885;2,663105175;32653,44422;2,23E+11;3785,753126;10,30179079
2000;2000;Italy;ITA;56942108;436300;50869,99893;26670;-13128,01367;5299,856479;91,73009539;5,12;83,57703847;2,474614823;80,67022053;0;16,37357793;18,84819275;27465,49386;2,88E+11;3012,195;2,688653538
2000;2000;Germany;DEU;82211508;830280;75199,99695;43660;-17940,80469;6635,421406;83,62197514;3,7;59,82339486;2,401308375;63,15460246;29,63518215;3,797222848;6,198531223;28224,87714;5,40E+11;4094,06036;14,01752185
2000;2000;France;FRA;60921384;373120;73110,00061;49090;-9701,064453;7223,473452;52,80593885;9,32;48,13281961;0,567842088;9,256442644;77,57369428;12,40003438;12,96787647;28598,01013;2,29E+11;4134,874579;44,90990947
2000;2000;Belgium;BEL;10251250;117270;12140,00034;7680;-3647,873047;8247,677113;75,8540864;1,44;76,36884079;0,705544078;39,63128073;58,17959963;0,555736774;1,261280852;31376,84924;52551301405;5669,358176;21,73908334
2000;2000;Netherlands;NLD;15925513;162100;23180,00031;14320;1293,985352;6507,105925;93,84683253;1,73;23,27991171;3,157389742;90,67956399;4,380180964;0,15842733;3,315817072;34922,24679;71672400251;4739,065925;1,88524891
2000;2000;Sweden;SWE;8872109;53280;7670,000076;5840;-2992,762207;15681,61527;34,82918337;39,82;35,82080601;3,137071286;3,071658255;39,46540339;54,10965978;57,24673107;35638,38192;59466682290;5360,145147;44,47451612
2000;2000;Switzerland;CHE;7184250;43710;5679,999828;2550;-814,8115234;7845,634548;54,35917144;18,19;51,92762455;1,296049846;1,639344262;39,99455568;55,70443409;57,00048394;62772,20203;87677244502;3480,591572;39,01811703
2000;2000;Japan;JPN;126843000;1182610;33959,99908;24860;-42187,5;8299,409506;80,67376563;3,7;79,80786415;1,28233642;58,02248339;29,59758917;7,83371259;9,116049011;25194,41534;7,82E+11;4083,831697;17,73644937
2001;2001;Canada;CAN;31020902;506620;85720,00122;34780;-214108,3125;16840,19375;76,15495344;21,53;-51,66819528;1,516836787;28,95418631;13,00400149;56,51581946;58,03265624;29508,68593;1,67E+11;8056,349425;17,38897407
2001;2001;United States;USA;284968955;5748260;611559,9976;245930;118677,5938;13046,61415;86,34598091;4,68;24,30053717;1,880103604;72,19882824;20,64701468;4,90388871;6,783992314;41513,3032;1,66E+12;7827,886325;10,21086468
2001;2001;United Kingdom;GBR;59119673;545260;101110,0006;34650;51,15820313;6141,982551;87,82897536;0,85;-17,24190753;1,43657419;73,28149845;23,56211817;1,060758222;2,497332413;33336,78823;2,27E+11;3784,928174;10,82629644
2001;2001;Italy;ITA;56974100;436570;49369,99893;25550;-11249,3125;5406,491722;91,40342479;5,38;84,42306961;2,772036161;79,43205808;0;17,21663589;19,98867206;28000,76973;2,87E+11;3020,621195;2,880768465
2001;2001;Germany;DEU;82349925;847680;73489,99786;45320;-15663,97266;6762,653396;83,60503302;3,9;61,17646194;2,605665027;62,69870731;29,43961532;3,906778991;6,512444018;28664,66098;5,47E+11;4209,796087;13,85772891
2001;2001;France;FRA;61367388;376730;73400,00153;49840;-11803,10156;7341,065258;53,40057813;9,46;49,32858783;0,636546693;8,253466988;77,221128;13,61982519;14,25637189;29070,33487;2,31E+11;4245,315949;44,24395792
2001;2001;Belgium;BEL;10286570;118340;11630,00011;7470;-2142,806641;8267,187216;75,62829263;1,58;77,00948114;0,806431097;38,42377064;58,95469231;0,560940243;1,36737134;31353,32157;52924097737;5634,215487;21,01878872
2001;2001;Netherlands;NLD;16046180;167120;22579,99992;13680;-1284,203125;6599,26537;94,19989599;1,76;20,50291588;3,400488987;90,68468872;4,245006032;0,124915922;3,525404909;34613,54624;73493986310;4839,46553;1,84283343
2001;2001;Sweden;SWE;8895960;52500;7510,000229;5560;-3690,941406;16020,98031;33,98788812;37,38;32,90849313;2,636839011;3,632538135;44,62328661;48,92478109;51,5616201;35705,4657;58950134309;5680,280487;48,66232215
2001;2001;Switzerland;CHE;7229854;45150;5730,000019;2590;-219,833252;7992,277576;56,01906198;18,72;52,64060608;1,265163669;1,536772777;37,7311492;58,13279293;59,3979566;60896,72277;92644934399;3673,292573;37,76178247
2001;2001;Japan;JPN;127149000;1170380;33009,99832;21620;-45762,14063;8162,014644;80,60163834;3,5;79,72095591;1,288909462;59,01984646;29,85069891;7,676528614;8,965438076;25257,06396;7,41E+11;4008,268032;17,86272028
2002;2002;Canada;CAN;31360079;524349,9756;87330,00183;36080;-207339,6094;16960,63967;75,16336686;21,77;-54,12409413;1,57329687;27,54117886;12,56341927;58,31312234;59,88641921;30107,68833;1,70E+11;7993,879384;17,68934208
2002;2002;United States;USA;287625193;5593029,785;604830,0171;246970;38003,59375;13296,1823;86,24908436;4,84;26,60412855;2,014281247;70,98737606;19,9811047;6,63207993;8,646361178;42221,03138;1,68E+12;7843,344849;10,51333788
2002;2002;United Kingdom;GBR;59370479;530789,978;99010,00214;32630;3684,236328;6142,749834;88,53442838;0,97;-18,017382;1,64848737;73,52045658;22,84169061;1,244685968;2,893173338;34261,89938;2,34E+11;3685,869487;10,84889695
2002;2002;Italy;ITA;57059007;443470,0012;50180,00031;26310;-11625,1875;5539,703837;91,03586734;5,6;83,70034231;3,169724572;82,02513584;0;14,23907874;17,40880331;28110,47537;2,87E+11;3037,266965;2,522753615
2002;2002;Germany;DEU;82488495;833380,0049;71230,00336;45120;-14811,30469;6900,780527;83,27815679;4,41;60,3408053;3,669190348;62,79293552;28,32560649;3,973509934;7,642700282;28459,08156;5,34E+11;4108,401299;13,89198545
2002;2002;France;FRA;61816234;371019,989;72089,99634;47360;-10430,12695;7297,953479;52,81353407;8,73;48,65845485;0,688004624;9,234868053;78,89023355;10,90927154;11,59727616;28926,76918;2,31E+11;4224,718316;45,36568895
2002;2002;Belgium;BEL;10332785;110849,9985;11079,99992;7960;-2465,331055;8311,892679;74,47018148;1,68;75,76874717;0,961217707;38,91819766;58,5132013;0,444779402;1,405997109;31746,28283;53145556510;5390,719733;22,33360419
2002;2002;Netherlands;NLD;16148929;167429,9927;21579,99992;13140;-1270,238281;6641,740762;93,98505598;1,92;22,62685958;4,025796772;90,25848866;4,078932289;0,114606016;4,140402788;34355,34963;73084897812;4873,261626;1,821990345
2002;2002;Sweden;SWE;8924958;54020,00046;7280,00021;5510;-3248,934082;15709,42967;37,44624962;35,85;38,53408654;3,261758691;4,838445808;46,42876619;45,23517382;48,49693252;35998,53167;61669213478;5802,110105;44,56107702
2002;2002;Switzerland;CHE;7284753;43569,99969;5690,000057;2480;-660,7749023;8031,432226;54,45185282;18,19;52,96260215;1,429771634;1,703200183;41,60085542;53,79057512;55,22034675;59639,00279;94591382180;3553,740257;38,53250798
2002;2002;Japan;JPN;127445000;1206599,976;32849,99847;21650;-51128,17969;8266,099102;81,83018977;3,71;81,23226885;1,331438039;61,37336776;27,02754191;7,377267644;8,708705683;25045,5371;7,31E+11;3991,977567;16,60454298
2003;2003;Canada;CAN;31644028;544539,978;87910,00366;36650;-163856,7031;17208,52352;76,54703877;21,18;-47,0464528;1,677064569;28,37185476;12,70342062;57,2385004;58,91556496;31298,30886;1,68E+11;8341,343144;16,79457255
2003;2003;United States;USA;290107933;5658990,234;605289,978;254100;26838,90625;13307,49201;86,27838541;5,33;27,72618062;2,018029181;71,28935205;19,42999258;6,87134694;8,889376121;42315,32061;1,78E+12;7794,23553;10,3429245
2003;2003;United Kingdom;GBR;59647577;543039,978;94860,00061;32230;3808,359375;6174,550896;88,82498255;0,93;-10,71813037;1,868943823;74,17034167;22,42580867;0,816003479;2,684947302;35257,19663;2,41E+11;3731,609718;10,7291614
2003;2003;Italy;ITA;57313203;462200,0122;50209,99908;25690;-10651,94922;5652,519542;90,2161117;6,24;83,53825705;3,561573016;82,92778348;0;12,80922739;16,37080041;28058,26205;2,81E+11;3168,529021;2,31867259
2003;2003;Germany;DEU;82534176;836789,978;69059,99756;44900;-2473,863281;7009,726492;83,18231409;5,44;59,97774301;4,617107602;64,37857333;27,34578854;2,9358701;7,552977702;28375,44522;5,39E+11;4084,503346;13,95401935
2003;2003;France;FRA;62256970;376709,9915;70949,99695;47220;-9998,341797;7528,088823;52,69399252;8,91;48,94658936;0,732497008;9,925129652;78,55153303;10,49752094;11,23001795;28946,90013;2,36E+11;4270,12047;44,99673696
2003;2003;Belgium;BEL;10376133;115500;10399,99962;7200;-4954,703613;8411,900657;75,23284587;1,89;76,38540815;1,130910353;40,95690573;56,69989588;0,295592441;1,426502794;31690,2354;53039376126;5590,025976;21,45300543
2003;2003;Netherlands;NLD;16225302;170360,0006;20799,99924;12990;-2731,801758;6695,715124;94,33435195;1,91;27,5106466;4,017847921;90,12270446;4,150054742;0,074366337;4,092214258;34768,17162;72368630685;5020,381932;1,829812388
2003;2003;Sweden;SWE;8958229;55200,00076;7090,000153;5500;-2511,161133;15360,17889;36,52181032;34,56;38,90570924;3,834420405;6,452994925;49,79723591;39,54823126;43,38265167;37269,91202;63792786448;5650,43805;43,97235905
2003;2003;Switzerland;CHE;7339001;44840,00015;5599,999905;2470;-650,7629395;8195,120835;53,7761111;18,03;52,74472544;1,48470948;1,788990826;42,02905199;53,24006116;54,72477064;62143,84643;94314172936;3542,065603;38,79477766
2003;2003;Japan;JPN;127718000;1214949,951;32650,00153;21750;-46660,44531;8164,933682;84,31138174;4,19;83,67531011;1,463024293;65,15587707;22,20327851;8,559085274;10,02210957;25445,87583;7,63E+11;3953,184508;14,05800767
2004;2004;Canada;CAN;31940655;536419,9829;90430,00031;38770;-183108,3906;17264,73674;75,19713565;21,58;-48,23775637;1,627699566;26,47679061;15,06789028;56,81861752;58,44631709;32248,86407;1,72E+11;8455,547014;17,95154673
2004;2004;United States;USA;292805298;5738290,039;604719,9707;255130;58947,29688;13388,58971;86,12431287;5,48;28,69557069;2,094197798;71,38570134;19,60760159;6,535987734;8,630185532;43575,07569;1,90E+12;7881,578642;10,40773747
2004;2004;United Kingdom;GBR;59987905;543080,0171;89860,00061;33130;3376,666016;6138,754137;88,61973186;1,14;-1,706573508;2,37529327;75,38808724;20,44556556;1,237738897;3,613032166;36126,02654;2,46E+11;3694,478595;9,866971446
2004;2004;Italy;ITA;57685327;472399,9939;49500;27020;-10238,70313;5687,997573;90,40624236;5,94;84,06483707;3,899221373;80,5826687;0;14,31416236;18,21338373;28190,01047;2,86E+11;3169,932642;2,597843693
2004;2004;Germany;DEU;82516260;821070,0073;66410,00366;46230;-24077,81641;7108,962524;82,56602162;6,34;59,73851082;5,979005245;62,68169954;27,33818247;3,288469248;9,267474493;29373,65468;5,59E+11;4114,389928;14,22954085
2004;2004;France;FRA;62716306;377790,0085;70269,99664;44690;-8451,986328;7660,0972;52,41503854;8,95;49,24383012;0,771043238;9,637952559;78,81714758;10,47194528;11,24298852;29652,58051;2,42E+11;4300,95454;45,0832545
2004;2004;Belgium;BEL;10421137;114019,9966;10260,00023;7280;-3384,563477;8576,223497;75,01945859;2,02;76,41271894;1,398883264;41,0584093;56,08810594;0,375801691;1,774684955;32386,32737;55739264794;5592,98875;21,34304457
2004;2004;Netherlands;NLD;16281779;172119,9951;20420,00008;13630;-3667,932617;6882,970221;94,01767963;2,22;17,59402469;5,149485249;89,46687217;3,776157449;0,093860533;5,243345782;35028,05036;75147715273;5085,885701;1,800227528
2004;2004;Sweden;SWE;8993531;53590,00015;7090,000153;5540;-2616,908203;15420,97314;34,83201035;35,49;34,71302375;5,309448616;2,982732589;51,087537;39,63988317;44,94933179;38112,06617;67419173786;5847,344163;47,4182814
2004;2004;Switzerland;CHE;7389625;45279,99878;5519,999981;2490;-603,7124023;8205,829119;53,96556489;18,1;53,72223085;1,570500274;1,794410084;42,21091365;52,8427151;54,41321538;63076,3178;95506519428;3530,578345;38,3031626
